LoanAccountId,SourceId,AccountNumber,AccountCurrencyId,AccountCurrency,OrganizationId,OrganizationName,ChannelID,BrokerId,OpenDateId,OpenDate,CancelledDateId,CancelledDate,ValueDate,ProductId,Product,InvoiceDay,CurrentInstallmentAmount,CurrentInvoiceFee,NextInvoiceDate,CalculatedMaturityDate,IsActive,LoanStatus
138,8,001084000015,49,EUR,22,Nordic Finland,,175,20171207,2017-12-07,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,21734.0,5,2024-03-14,2032-12-14,1,Active
139,8,001084000015,49,EUR,22,Nordic Finland,,166,20171207,2017-12-07,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,21734.0,5,2024-03-14,2032-12-14,1,Active
140,8,001084590015,49,EUR,22,Nordic Finland,,165,20171211,2017-12-11,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,42643.0,5,2024-03-14,2034-02-14,1,Active
141,8,001084590015,49,EUR,22,Nordic Finland,,174,20171211,2017-12-11,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,42643.0,5,2024-03-14,2034-02-14,1,Active
142,8,001084760014,49,EUR,22,Nordic Finland,,166,20171218,2017-12-18,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,32253.0,0,2024-03-14,2024-08-14,1,Active
143,8,001084760014,49,EUR,22,Nordic Finland,,166,20171218,2017-12-18,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,32253.0,0,2024-03-14,2024-08-14,1,Active
144,8,001086160015,49,EUR,22,Nordic Finland,,165,20171213,2017-12-13,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,4837.0,5,2024-03-14,2026-05-14,1,Active
145,8,001086160015,49,EUR,22,Nordic Finland,,165,20171213,2017-12-13,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,4837.0,5,2024-03-14,2026-05-14,1,Active
146,8,001086190012,49,EUR,22,Nordic Finland,,166,20171229,2017-12-29,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,56265.0,5,2024-03-14,2024-04-14,1,Active
147,8,001086190012,49,EUR,22,Nordic Finland,,166,20171229,2017-12-29,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,56265.0,5,2024-03-14,2024-04-14,1,Active
148,8,001086820014,49,EUR,22,Nordic Finland,,174,20171218,2017-12-18,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,29696.0,0,2024-03-14,2024-07-14,1,Active
149,8,001086820014,49,EUR,22,Nordic Finland,,165,20171218,2017-12-18,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,29696.0,0,2024-03-14,2024-07-14,1,Active
150,8,001087560056,49,EUR,22,Nordic Finland,27,173,20181219,2018-12-19,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,1686.0,5,2024-03-14,2029-03-14,1,Active
151,8,001088210057,49,EUR,22,Nordic Finland,,167,20181221,2018-12-21,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,22824.0,5,2024-03-14,2029-08-14,1,Active
152,8,001088210057,49,EUR,22,Nordic Finland,,167,20181221,2018-12-21,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,22824.0,5,2024-03-14,2029-08-14,1,Active
153,8,001088360019,49,EUR,22,Nordic Finland,,165,20171222,2017-12-22,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,22175.0,5,2024-03-14,2033-01-14,0,Cancelled
154,8,001088360019,49,EUR,22,Nordic Finland,,165,20171222,2017-12-22,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,22175.0,5,2024-03-14,2033-01-14,0,Cancelled
155,8,001089280018,49,EUR,22,Nordic Finland,27,173,20180103,2018-01-03,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,17426.0,5,2024-03-14,2033-09-14,1,Active
156,8,001090000017,49,EUR,22,Nordic Finland,,166,20180112,2018-01-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,19374.0,0,2024-03-14,2023-11-14,1,Active
157,8,001090000017,49,EUR,22,Nordic Finland,,175,20180112,2018-01-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,19374.0,0,2024-03-14,2023-11-14,1,Active
158,8,001090090018,49,EUR,22,Nordic Finland,,165,20171228,2017-12-28,20211030,2021-10-30,2019-10-12,294,Nordic OLD Unsecured loan,14,30641.0,5,2024-03-14,2031-07-14,0,Cancelled
159,8,001090090018,49,EUR,22,Nordic Finland,,165,20171228,2017-12-28,20211030,2021-10-30,2019-10-12,294,Nordic OLD Unsecured loan,14,30641.0,5,2024-03-14,2031-07-14,0,Cancelled
160,8,001090600014,49,EUR,22,Nordic Finland,,165,20171229,2017-12-29,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,29592.0,5,2024-03-14,2026-04-14,1,Active
161,8,001090600014,49,EUR,22,Nordic Finland,,165,20171229,2017-12-29,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,29592.0,5,2024-03-14,2026-04-14,1,Active
162,8,001090680057,49,EUR,22,Nordic Finland,27,173,20181005,2018-10-05,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,50094.0,5,2024-03-14,2035-12-14,1,Active
163,8,001091310019,49,EUR,22,Nordic Finland,,169,20180104,2018-01-04,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,38984.0,0,2024-03-14,2024-11-14,1,Active
164,8,001091310019,49,EUR,22,Nordic Finland,,178,20180104,2018-01-04,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,38984.0,0,2024-03-14,2024-11-14,1,Active
165,8,001091380012,49,EUR,22,Nordic Finland,,175,20180608,2018-06-08,20231101,2023-11-01,2019-10-12,294,Nordic OLD Unsecured loan,14,37176.0,5,2024-03-14,2028-05-14,0,Cancelled
166,8,001091380012,49,EUR,22,Nordic Finland,,166,20180608,2018-06-08,20231101,2023-11-01,2019-10-12,294,Nordic OLD Unsecured loan,14,37176.0,5,2024-03-14,2028-05-14,0,Cancelled
167,8,001092070018,49,EUR,22,Nordic Finland,,165,20180109,2018-01-09,20200827,2020-08-27,2019-10-12,294,Nordic OLD Unsecured loan,14,1069.0,5,2024-03-14,2032-09-14,0,Cancelled
168,8,001092070018,49,EUR,22,Nordic Finland,,165,20180109,2018-01-09,20200827,2020-08-27,2019-10-12,294,Nordic OLD Unsecured loan,14,1069.0,5,2024-03-14,2032-09-14,0,Cancelled
169,8,001092130051,49,EUR,22,Nordic Finland,27,173,20180416,2018-04-16,20200617,2020-06-17,2019-10-12,294,Nordic OLD Unsecured loan,14,502.0,5,2024-03-14,2023-01-14,0,Cancelled
170,8,001092930013,49,EUR,22,Nordic Finland,,168,20180105,2018-01-05,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,27927.0,5,2024-03-14,2034-01-14,1,Active
171,8,001092930013,49,EUR,22,Nordic Finland,,168,20180105,2018-01-05,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,27927.0,5,2024-03-14,2034-01-14,1,Active
172,8,001093900015,49,EUR,22,Nordic Finland,,176,20180112,2018-01-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,37061.0,5,2024-03-14,2025-10-14,1,Active
173,8,001093900015,49,EUR,22,Nordic Finland,,167,20180112,2018-01-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,37061.0,5,2024-03-14,2025-10-14,1,Active
174,8,001093970018,49,EUR,22,Nordic Finland,,165,20180110,2018-01-10,20211211,2021-12-11,2019-10-12,294,Nordic OLD Unsecured loan,14,19812.0,5,2024-03-14,2033-07-14,0,Cancelled
175,8,001093970018,49,EUR,22,Nordic Finland,,174,20180110,2018-01-10,20211211,2021-12-11,2019-10-12,294,Nordic OLD Unsecured loan,14,19812.0,5,2024-03-14,2033-07-14,0,Cancelled
176,8,001094690011,49,EUR,22,Nordic Finland,,165,20180110,2018-01-10,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,61753.0,5,2024-03-14,2034-02-14,1,Active
177,8,001094690011,49,EUR,22,Nordic Finland,,165,20180110,2018-01-10,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,61753.0,5,2024-03-14,2034-02-14,1,Active
178,8,001095780019,49,EUR,22,Nordic Finland,,166,20180115,2018-01-15,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,26083.0,5,2024-03-14,2034-02-14,1,Active
179,8,001095780019,49,EUR,22,Nordic Finland,,166,20180115,2018-01-15,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,26083.0,5,2024-03-14,2034-02-14,1,Active
180,8,001095890099,49,EUR,22,Nordic Finland,,165,20180725,2018-07-25,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,19025.0,5,2024-03-14,2028-10-14,1,Active
181,8,001095890099,49,EUR,22,Nordic Finland,,174,20180725,2018-07-25,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,19025.0,5,2024-03-14,2028-10-14,1,Active
182,8,001096570013,49,EUR,22,Nordic Finland,28,173,20180116,2018-01-16,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,21783.0,5,2024-03-14,2027-10-14,1,Active
183,8,001096770019,49,EUR,40,Nordic Finland,27,173,20180117,2018-01-17,-1,,2019-10-12,344,NF1 CL Unsecured loan,14,58331.0,5,2024-03-14,2034-03-14,1,Active
184,8,001097430019,49,EUR,22,Nordic Finland,27,173,20180117,2018-01-17,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,11663.0,5,2024-03-14,2034-01-14,1,Active
185,8,001097470015,49,EUR,22,Nordic Finland,27,173,20180119,2018-01-19,20220630,2022-06-30,2019-10-12,294,Nordic OLD Unsecured loan,14,27865.0,5,2024-03-14,2028-11-14,0,Cancelled
186,8,001098050014,49,EUR,22,Nordic Finland,,165,20180118,2018-01-18,20220512,2022-05-12,2019-10-12,294,Nordic OLD Unsecured loan,14,17078.0,5,2024-03-14,2035-08-14,0,Cancelled
187,8,001098050014,49,EUR,22,Nordic Finland,,165,20180118,2018-01-18,20220512,2022-05-12,2019-10-12,294,Nordic OLD Unsecured loan,14,17078.0,5,2024-03-14,2035-08-14,0,Cancelled
188,8,001098280017,49,EUR,22,Nordic Finland,28,173,20180117,2018-01-17,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,58026.0,5,2024-03-14,2034-10-14,1,Active
189,8,001099770016,49,EUR,22,Nordic Finland,27,173,20180124,2018-01-24,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,8902.0,0,2024-03-14,2022-01-14,1,Active
190,8,001099950014,49,EUR,22,Nordic Finland,27,173,20180130,2018-01-30,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,31346.0,5,2024-03-14,2030-01-14,1,Active
191,8,001100900016,49,EUR,22,Nordic Finland,,166,20180212,2018-02-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,34491.0,5,2024-03-14,2030-04-14,1,Active
192,8,001100900016,49,EUR,22,Nordic Finland,,175,20180212,2018-02-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,34491.0,5,2024-03-14,2030-04-14,1,Active
193,8,001101440053,49,EUR,22,Nordic Finland,,166,20180717,2018-07-17,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,43063.0,5,2024-03-14,2035-07-14,1,Active
194,8,001101440053,49,EUR,22,Nordic Finland,,166,20180717,2018-07-17,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,43063.0,5,2024-03-14,2035-07-14,1,Active
195,8,001102250014,49,EUR,22,Nordic Finland,,167,20180202,2018-02-02,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,23333.0,5,2024-03-14,2024-09-14,1,Active
196,8,001102250014,49,EUR,22,Nordic Finland,,167,20180202,2018-02-02,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,23333.0,5,2024-03-14,2024-09-14,1,Active
197,8,001102320015,49,EUR,22,Nordic Finland,,178,20180126,2018-01-26,20211228,2021-12-28,2019-10-12,294,Nordic OLD Unsecured loan,14,21186.0,5,2024-03-14,2026-10-14,0,Cancelled
198,8,001102320015,49,EUR,22,Nordic Finland,,169,20180126,2018-01-26,20211228,2021-12-28,2019-10-12,294,Nordic OLD Unsecured loan,14,21186.0,5,2024-03-14,2026-10-14,0,Cancelled
199,8,001103010011,49,EUR,22,Nordic Finland,31,173,20180129,2018-01-29,20200806,2020-08-06,2019-10-12,294,Nordic OLD Unsecured loan,14,28398.0,5,2024-03-14,2029-07-14,0,Cancelled
200,8,001103620017,49,EUR,22,Nordic Finland,,169,20180130,2018-01-30,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,31513.0,0,2024-03-14,2024-11-14,1,Active
201,8,001103620017,49,EUR,22,Nordic Finland,,169,20180130,2018-01-30,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,31513.0,0,2024-03-14,2024-11-14,1,Active
202,8,001104580053,49,EUR,22,Nordic Finland,29,173,20180201,2018-02-01,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,1781.0,5,2024-03-14,2021-02-14,0,Cancelled
203,8,001104970015,49,EUR,22,Nordic Finland,27,173,20180201,2018-02-01,20191130,2019-11-30,2019-10-12,294,Nordic OLD Unsecured loan,14,14625.0,5,2024-03-14,2021-01-14,0,Cancelled
204,8,001107390013,49,EUR,22,Nordic Finland,,167,20180208,2018-02-08,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,41828.0,5,2024-03-14,2033-05-14,1,Active
205,8,001107390013,49,EUR,22,Nordic Finland,,176,20180208,2018-02-08,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,41828.0,5,2024-03-14,2033-05-14,1,Active
206,8,001111090013,49,EUR,22,Nordic Finland,27,173,20180215,2018-02-15,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,29385.0,5,2024-03-14,2034-08-14,1,Active
207,8,001111550016,49,EUR,22,Nordic Finland,,165,20180213,2018-02-13,20210630,2021-06-30,2019-10-12,294,Nordic OLD Unsecured loan,14,23551.0,5,2024-03-14,2033-10-14,0,Cancelled
208,8,001111550016,49,EUR,22,Nordic Finland,,174,20180213,2018-02-13,20210630,2021-06-30,2019-10-12,294,Nordic OLD Unsecured loan,14,23551.0,5,2024-03-14,2033-10-14,0,Cancelled
209,8,001113400012,49,EUR,22,Nordic Finland,27,173,20180215,2018-02-15,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,26204.0,5,2024-03-14,2029-12-14,0,Cancelled
210,8,001113870057,49,EUR,22,Nordic Finland,27,173,20180221,2018-02-21,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,24715.0,0,2024-03-14,2024-12-14,1,Active
211,8,001114380015,49,EUR,22,Nordic Finland,27,173,20180216,2018-02-16,20211105,2021-11-05,2019-10-12,294,Nordic OLD Unsecured loan,14,23483.0,5,2024-03-14,2022-12-14,0,Cancelled
212,8,001115150052,49,EUR,22,Nordic Finland,,166,20190311,2019-03-11,20210902,2021-09-02,2019-10-12,294,Nordic OLD Unsecured loan,14,3345.0,5,2024-03-14,2021-11-14,0,Cancelled
213,8,001115150052,49,EUR,22,Nordic Finland,,166,20190311,2019-03-11,20210902,2021-09-02,2019-10-12,294,Nordic OLD Unsecured loan,14,3345.0,5,2024-03-14,2021-11-14,0,Cancelled
214,8,001115600056,49,EUR,22,Nordic Finland,,167,20180430,2018-04-30,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,37336.0,0,2024-03-14,2026-02-14,1,Active
215,8,001115600056,49,EUR,22,Nordic Finland,,176,20180430,2018-04-30,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,37336.0,0,2024-03-14,2026-02-14,1,Active
216,8,001115710012,49,EUR,22,Nordic Finland,,175,20180219,2018-02-19,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,28724.0,5,2024-03-14,2028-10-14,1,Active
217,8,001115710012,49,EUR,22,Nordic Finland,,166,20180219,2018-02-19,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,28724.0,5,2024-03-14,2028-10-14,1,Active
218,8,001117060010,49,EUR,22,Nordic Finland,,165,20180220,2018-02-20,20230526,2023-05-26,2019-10-12,294,Nordic OLD Unsecured loan,14,10804.0,5,2024-03-14,2064-12-14,0,Cancelled
219,8,001117060010,49,EUR,22,Nordic Finland,,165,20180220,2018-02-20,20230526,2023-05-26,2019-10-12,294,Nordic OLD Unsecured loan,14,10804.0,5,2024-03-14,2064-12-14,0,Cancelled
220,8,001117890010,49,EUR,22,Nordic Finland,31,173,20180221,2018-02-21,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,26591.0,5,2024-03-14,2027-12-14,1,Active
221,8,001118040011,49,EUR,22,Nordic Finland,27,173,20180228,2018-02-28,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,36386.0,5,2024-03-14,2030-06-14,1,Active
222,8,001118790011,49,EUR,22,Nordic Finland,,167,20180221,2018-02-21,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,46902.0,5,2024-03-14,2028-10-14,1,Active
223,8,001118790011,49,EUR,22,Nordic Finland,,176,20180221,2018-02-21,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,46902.0,5,2024-03-14,2028-10-14,1,Active
224,8,001119470019,49,EUR,22,Nordic Finland,,174,20180228,2018-02-28,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,37455.0,0,2024-03-14,2022-06-14,1,Active
225,8,001119470019,49,EUR,22,Nordic Finland,,165,20180228,2018-02-28,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,37455.0,0,2024-03-14,2022-06-14,1,Active
226,8,001119600052,49,EUR,22,Nordic Finland,27,173,20190430,2019-04-30,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,37373.0,5,2024-03-14,2033-01-14,0,Cancelled
227,8,001120330012,49,EUR,22,Nordic Finland,28,173,20180305,2018-03-05,20221015,2022-10-15,2019-10-12,294,Nordic OLD Unsecured loan,14,32784.0,5,2024-03-14,,0,Cancelled
228,8,001120500051,49,EUR,22,Nordic Finland,,166,20190823,2019-08-23,20230523,2023-05-23,2019-10-12,294,Nordic OLD Unsecured loan,14,7202.0,5,2024-03-14,2023-05-14,0,Cancelled
229,8,001120500051,49,EUR,22,Nordic Finland,,166,20190823,2019-08-23,20230523,2023-05-23,2019-10-12,294,Nordic OLD Unsecured loan,14,7202.0,5,2024-03-14,2023-05-14,0,Cancelled
230,8,001121160012,49,EUR,22,Nordic Finland,,176,20180307,2018-03-07,20201208,2020-12-08,2019-10-12,294,Nordic OLD Unsecured loan,14,19031.0,5,2024-03-14,2033-12-14,0,Cancelled
231,8,001121160012,49,EUR,22,Nordic Finland,,167,20180307,2018-03-07,20201208,2020-12-08,2019-10-12,294,Nordic OLD Unsecured loan,14,19031.0,5,2024-03-14,2033-12-14,0,Cancelled
232,8,001121790016,49,EUR,22,Nordic Finland,27,173,20180305,2018-03-05,20191029,2019-10-29,2019-10-12,294,Nordic OLD Unsecured loan,14,28508.0,5,2024-03-14,2030-03-14,0,Cancelled
233,8,001121840019,49,EUR,22,Nordic Finland,,166,20180305,2018-03-05,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,17.0,0,2024-03-14,2019-12-14,1,Active
234,8,001121840019,49,EUR,22,Nordic Finland,,166,20180305,2018-03-05,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,17.0,0,2024-03-14,2019-12-14,1,Active
235,8,001122430018,49,EUR,22,Nordic Finland,,166,20180302,2018-03-02,20210401,2021-04-01,2019-10-12,294,Nordic OLD Unsecured loan,14,33024.0,5,2024-03-14,2033-03-14,0,Cancelled
236,8,001122430018,49,EUR,22,Nordic Finland,,166,20180302,2018-03-02,20210401,2021-04-01,2019-10-12,294,Nordic OLD Unsecured loan,14,33024.0,5,2024-03-14,2033-03-14,0,Cancelled
237,8,001123000018,49,EUR,22,Nordic Finland,27,173,20180228,2018-02-28,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,49146.0,5,2024-03-14,2031-10-14,1,Active
238,8,001123050013,49,EUR,22,Nordic Finland,28,173,20180301,2018-03-01,20201007,2020-10-07,2019-10-12,294,Nordic OLD Unsecured loan,14,28486.0,5,2024-03-14,2033-06-14,0,Cancelled
239,8,001123610014,49,EUR,22,Nordic Finland,27,173,20180326,2018-03-26,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,5971.0,5,2024-03-14,2026-11-14,1,Active
240,8,001124230010,49,EUR,22,Nordic Finland,28,173,20180306,2018-03-06,20230308,2023-03-08,2019-10-12,294,Nordic OLD Unsecured loan,14,29228.0,5,2024-03-14,2030-05-14,0,Cancelled
241,8,001124760057,49,EUR,22,Nordic Finland,,167,20190712,2019-07-12,20200214,2020-02-14,2019-10-12,294,Nordic OLD Unsecured loan,14,2833.0,5,2024-03-14,2030-02-14,0,Cancelled
242,8,001124760057,49,EUR,22,Nordic Finland,,176,20190712,2019-07-12,20200214,2020-02-14,2019-10-12,294,Nordic OLD Unsecured loan,14,2833.0,5,2024-03-14,2030-02-14,0,Cancelled
243,8,001124860014,49,EUR,22,Nordic Finland,,167,20180405,2018-04-05,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,42092.0,5,2024-03-14,2033-01-14,1,Active
244,8,001124860014,49,EUR,22,Nordic Finland,,167,20180405,2018-04-05,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,42092.0,5,2024-03-14,2033-01-14,1,Active
245,8,001125600013,49,EUR,22,Nordic Finland,28,173,20180307,2018-03-07,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,22219.0,0,2024-03-14,2020-09-14,1,Active
246,8,001125670099,49,EUR,22,Nordic Finland,27,173,20190122,2019-01-22,20200303,2020-03-03,2019-10-12,294,Nordic OLD Unsecured loan,14,30039.0,5,2024-03-14,2029-02-14,0,Cancelled
247,8,001126020013,49,EUR,22,Nordic Finland,27,173,20180316,2018-03-16,20220101,2022-01-01,2019-10-12,294,Nordic OLD Unsecured loan,14,2283.0,5,2024-03-14,2025-04-14,0,Cancelled
248,8,001126070059,49,EUR,22,Nordic Finland,27,173,20190305,2019-03-05,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,38932.0,5,2024-03-14,2032-04-14,1,Active
249,8,001126610011,49,EUR,22,Nordic Finland,27,173,20180316,2018-03-16,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,17006.0,5,2024-03-14,2022-06-14,1,Active
250,8,001127290011,49,EUR,22,Nordic Finland,,166,20180312,2018-03-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,26016.0,5,2024-03-14,2033-07-14,1,Active
251,8,001127290011,49,EUR,22,Nordic Finland,,166,20180312,2018-03-12,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,26016.0,5,2024-03-14,2033-07-14,1,Active
252,8,001127360012,49,EUR,22,Nordic Finland,,166,20180309,2018-03-09,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,7054.0,0,2024-03-14,2019-10-15,1,Active
253,8,001127360012,49,EUR,22,Nordic Finland,,166,20180309,2018-03-09,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,7054.0,0,2024-03-14,2019-10-15,1,Active
254,8,001127730016,49,EUR,22,Nordic Finland,,165,20180309,2018-03-09,20220715,2022-07-15,2019-10-12,294,Nordic OLD Unsecured loan,14,32958.0,5,2024-03-14,2023-02-14,0,Cancelled
255,8,001127730016,49,EUR,22,Nordic Finland,,165,20180309,2018-03-09,20220715,2022-07-15,2019-10-12,294,Nordic OLD Unsecured loan,14,32958.0,5,2024-03-14,2023-02-14,0,Cancelled
256,8,001127840013,49,EUR,22,Nordic Finland,27,173,20180316,2018-03-16,20210512,2021-05-12,2019-10-12,294,Nordic OLD Unsecured loan,14,16014.0,5,2024-03-14,2023-05-14,0,Cancelled
257,8,001128570015,49,EUR,22,Nordic Finland,29,173,20180320,2018-03-20,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,37463.0,5,2024-03-14,2031-05-14,1,Active
258,8,001128630017,49,EUR,22,Nordic Finland,27,173,20180319,2018-03-19,20191127,2019-11-27,2019-10-12,294,Nordic OLD Unsecured loan,14,53071.0,5,2024-03-14,2023-07-14,0,Cancelled
259,8,001129460018,49,EUR,22,Nordic Finland,27,173,20180321,2018-03-21,20211123,2021-11-23,2019-10-12,294,Nordic OLD Unsecured loan,14,24479.0,5,2024-03-14,2023-07-14,0,Cancelled
260,8,001129490015,49,EUR,22,Nordic Finland,27,173,20180315,2018-03-15,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,36633.0,0,2024-03-14,2025-04-14,1,Active
261,8,001129940019,49,EUR,22,Nordic Finland,,167,20180316,2018-03-16,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,20198.0,5,2024-03-14,2033-05-14,1,Active
262,8,001129940019,49,EUR,22,Nordic Finland,,167,20180316,2018-03-16,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,20198.0,5,2024-03-14,2033-05-14,1,Active
263,8,001130440017,49,EUR,22,Nordic Finland,27,173,20180315,2018-03-15,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,42834.0,5,2024-03-14,2034-12-14,1,Active
264,8,001130510017,49,EUR,22,Nordic Finland,,169,20180316,2018-03-16,20220326,2022-03-26,2019-10-12,294,Nordic OLD Unsecured loan,14,979.0,5,2024-03-14,2022-12-14,0,Cancelled
265,8,001130510017,49,EUR,22,Nordic Finland,,178,20180316,2018-03-16,20220326,2022-03-26,2019-10-12,294,Nordic OLD Unsecured loan,14,979.0,5,2024-03-14,2022-12-14,0,Cancelled
266,8,001130900010,49,EUR,22,Nordic Finland,,174,20180316,2018-03-16,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,23492.0,0,2024-03-14,2024-09-14,1,Active
267,8,001130900010,49,EUR,22,Nordic Finland,,165,20180316,2018-03-16,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,23492.0,0,2024-03-14,2024-09-14,1,Active
268,8,001131440057,49,EUR,22,Nordic Finland,27,173,20180514,2018-05-14,20200626,2020-06-26,2019-10-12,294,Nordic OLD Unsecured loan,14,34211.0,0,2024-03-14,2023-06-14,0,Cancelled
269,8,001131530014,49,EUR,22,Nordic Finland,27,173,20180321,2018-03-21,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,6329.0,5,2024-03-14,2033-07-14,1,Active
270,8,001132080050,49,EUR,22,Nordic Finland,,168,20180619,2018-06-19,20231229,2023-12-29,2019-10-12,294,Nordic OLD Unsecured loan,14,21281.0,5,2024-03-14,,0,Cancelled
271,8,001132080050,49,EUR,22,Nordic Finland,,168,20180619,2018-06-19,20231229,2023-12-29,2019-10-12,294,Nordic OLD Unsecured loan,14,21281.0,5,2024-03-14,,0,Cancelled
272,8,001132430016,49,EUR,22,Nordic Finland,27,173,20180328,2018-03-28,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,71384.0,0,2024-03-14,2020-11-14,1,Active
273,8,001133050094,49,EUR,22,Nordic Finland,,165,20190204,2019-02-04,20220201,2022-02-01,2019-10-12,294,Nordic OLD Unsecured loan,14,33212.0,5,2024-03-14,2032-02-14,0,Cancelled
274,8,001133050094,49,EUR,22,Nordic Finland,,174,20190204,2019-02-04,20220201,2022-02-01,2019-10-12,294,Nordic OLD Unsecured loan,14,33212.0,5,2024-03-14,2032-02-14,0,Cancelled
275,8,001133710010,49,EUR,22,Nordic Finland,27,173,20180322,2018-03-22,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,10584.0,5,2024-03-14,2024-03-14,1,Active
276,8,001135870010,49,EUR,22,Nordic Finland,,166,20180322,2018-03-22,-1,,2019-10-12,294,Nordic OLD Unsecured loan,14,30212.0,0,2024-03-14,2023-08-14,1,Active
